Orthogroup_ID	transcript_ID_native	Flybase	Flybase_summary	CAFE_p-value	I_luminosus_num_GF_members	A_verrucosus_num_GF_members	P_pyralis_num_GF_members	D_ponderosae_num_GF_members	B_siliquastri_num_GF_members	A_obtectus_num_GF_members	C_chinensis_num_GF_members	Z_morio_num_GF_members	D_melanogaster_num_GF_members	R_ferrugineus_num_GF_members	C_septempunctata_num_GF_members	T_castaneum_num_GF_members	C_maculatus_num_GF_members	T_molitor_num_GF_members	max_delta_GF
N0.HOG0000450	rna-NM_079276.4	FBgn0001226	None	0.005	5	4	1	4	3	3	5	1	4	8	5	7	5	8	7
N0.HOG0000450	rna-NM_079274.3	FBgn0001227	The gene Heat shock gene 67Ba is referred to in FlyBase by the symbol Dmel\Hsp67Ba (CG4167, FBgn0001227). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:9377802..9379534. Its molecular function is described by: unfolded protein binding. It is involved in the biological process described with: chaperone-mediated protein folding; response to heat; protein refolding. 14 alleles are reported. The phenotype of these alleles manifest in: chaeta. The phenotypic classes of alleles include: some die during pupal stage; visible; viable; short lived; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of very low expression.  Peak expression observed during early pupal stages.  		0.005	5	4	1	4	3	3	5	1	4	8	5	7	5	8	7
N0.HOG0000463	rna-NM_135068.4	FBgn0031689	The gene Cytochrome P450 28d1 is referred to in FlyBase by the symbol Dmel\Cyp28d1 (CG10833, FBgn0031689). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:5210460..5212445. Its molecular function is described by: monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; iron ion binding; heme binding. The biological processes in which it is involved are not known. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages.  		0.005	7	7	3	2	4	3	2	11	6	2	1	4	1	9	10
N0.HOG0000463	rna-NM_135067.3	FBgn0031688	The gene Cytochrome P450 28d2 is referred to in FlyBase by the symbol Dmel\Cyp28d2 (CG6081, FBgn0031688). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:5207267..5209345. Its molecular function is described by: iron ion binding; heme binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity. The biological processes in which it is involved are not known. 9 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.  		0.005	7	7	3	2	4	3	2	11	6	2	1	4	1	9	10
N0.HOG0000463	rna-NM_001273014.1	FBgn0031432	The gene Cytochrome P450 309a1 is referred to in FlyBase by the symbol Dmel\Cyp309a1 (CG9964, FBgn0031432). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:2562483..2564830. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity; iron ion binding; heme binding. The biological processes in which it is involved are not known. 6 alleles are reported. The phenotypes of these alleles manifest in: chaeta; eye. The phenotypic classes of alleles include: lethal; visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed during early pupal stages.  		0.005	7	7	3	2	4	3	2	11	6	2	1	4	1	9	10
N0.HOG0000463	rna-NM_134845.2	FBgn0041337	The gene Cytochrome P450 309a2 is referred to in FlyBase by the symbol Dmel\Cyp309a2 (CG18559, FBgn0041337). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:2564886..2573037. Its molecular function is described by: oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity; heme binding; iron ion binding. The biological processes in which it is involved are not known. 8 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during early pupal stages.  		0.005	7	7	3	2	4	3	2	11	6	2	1	4	1	9	10
N0.HOG0000463	rna-NM_132524.2	FBgn0030339	The gene Cytochrome P450 28c1 is referred to in FlyBase by the symbol Dmel\Cyp28c1 (CG1895, FBgn0030339). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is X:11839608..11841503. Its molecular function is described by: heme binding; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; monooxygenase activity. The biological processes in which it is involved are not known. 4 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed in adult male stages.  		0.005	7	7	3	2	4	3	2	11	6	2	1	4	1	9	10
N0.HOG0000463	rna-NM_135850.3	FBgn0028940	The gene Cytochrome P450 28a5 is referred to in FlyBase by the symbol Dmel\Cyp28a5 (CG8864, FBgn0028940). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:13977302..13979569. Its molecular function is described by: monooxygenase activity; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; iron ion binding; heme binding. The biological processes in which it is involved are not known. 9 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of extremely low expression.  Peak expression observed during late larval stages.  		0.005	7	7	3	2	4	3	2	11	6	2	1	4	1	9	10
N0.HOG0000467	rna-NM_136363.4	FBgn0040502	This gene is referred to in FlyBase by the symbol Dmel\CG8343 (FBgn0040502). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:6179726..6180356. Its molecular function is described by: carbohydrate binding; pattern recognition receptor activity. It is involved in the biological process described with: immune response. 6 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed in adult male stages.  		0.029	1	1	1	3	8	7	4	0	1	7	1	0	7	0	8
N0.HOG0000469	rna-NM_001300152.1	FBgn0036627	The gene Gag-related is referred to in FlyBase by the symbol Dmel\Gagr (CG4680, FBgn0036627). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 3L:16394586..16396880. Its molecular function is described by: . It is involved in the biological process described with: . 3 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in adult male stages.  		0.0	8	1	1	1	1	6	30	5	1	1	1	1	6	1	29
N0.HOG0000470	rna-NM_136473.3	FBgn0033214	This gene is referred to in FlyBase by the symbol Dmel\CG1941 (FBgn0033214). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (1 unique). Gene sequence location is 2R:7709873..7711981. Its molecular function is described by: diacylglycerol O-acyltransferase activity; O-acyltransferase activity. It is involved in the biological process described with: triglyceride biosynthetic process. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: fertile; some die during pupal stage; partially lethal; viable; partially lethal - majority die. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages.  		0.001	11	1	5	1	1	1	1	7	3	1	5	5	1	16	15
N0.HOG0000470	rna-NM_136474.3	FBgn0033215	The gene Diacylglycerol O-acyltransferase 2 is referred to in FlyBase by the symbol Dmel\Dgat2 (CG1942, FBgn0033215). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:7712578..7714182. Its molecular function is described by: diacylglycerol O-acyltransferase activity; O-acyltransferase activity. It is involved in the biological process described with: mesoderm development; lipid droplet organization; triglyceride biosynthetic process. 5 alleles are reported. The phenotypes of these alleles manifest in: lipid droplet; embryonic/larval fat body; indirect flight muscle. The phenotypic classes of alleles include: viable; abnormal size; increased rate of flight behavior; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 00-12 and 18-24 hour embryonic stages, during late larval stages, during early pupal stages.  		0.001	11	1	5	1	1	1	1	7	3	1	5	5	1	16	15
N0.HOG0000470	rna-NM_136475.4	FBgn0033216	This gene is referred to in FlyBase by the symbol Dmel\CG1946 (FBgn0033216). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:7714923..7716781. Its molecular function is described by: O-acyltransferase activity; diacylglycerol O-acyltransferase activity. It is involved in the biological process described with: triglyceride biosynthetic process. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed within 06-12 hour embryonic stages, during early larval stages, in stages of adults of both sexes.  		0.001	11	1	5	1	1	1	1	7	3	1	5	5	1	16	15
N0.HOG0000474	rna-NM_001259447.2	FBgn0034160	This gene is referred to in FlyBase by the symbol Dmel\CG5550 (FBgn0034160). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (all unique). Gene sequence location is 2R:16816589..16817577. Its molecular function is unknown. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: short lived; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during early larval stages.  		0.0	1	1	2	1	4	2	1	30	5	1	1	3	5	2	29
N0.HOG0000474	rna-NM_166512.2	FBgn0050281	This gene is referred to in FlyBase by the symbol Dmel\CG30281 (FBgn0050281). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:22114997..22116189. Its molecular function is described by: G protein-coupled receptor binding; chitin binding. It is involved in the biological process described with: G protein-coupled receptor signaling pathway. 3 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during late pupal stages.  		0.0	1	1	2	1	4	2	1	30	5	1	1	3	5	2	29
N0.HOG0000474	rna-NM_137797.5	FBgn0050280	This gene is referred to in FlyBase by the symbol Dmel\CG30280 (FBgn0050280). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:22113589..22114841. Its molecular function is unknown. The biological processes in which it is involved are not known. 3 alleles are reported. The phenotype of these alleles manifest in: chaeta. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of extremely low expression.  Peak expression observed during late pupal stages.  		0.0	1	1	2	1	4	2	1	30	5	1	1	3	5	2	29
N0.HOG0000474	rna-NM_132363.1	FBgn0030163	This gene is referred to in FlyBase by the symbol Dmel\CG1791 (FBgn0030163). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (all unique). Gene sequence location is X:9963453..9964878. Its molecular function is described by: transmembrane receptor protein tyrosine kinase activator activity. It is involved in the biological process described with: negative regulation of apoptotic process. 4 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: lethal - all die during embryonic stage; lethal; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of no expression detected.  Peak expression observed during late pupal stages.  		0.0	1	1	2	1	4	2	1	30	5	1	1	3	5	2	29
N0.HOG0000474	rna-NM_167208.3	FBgn0030164	This gene is referred to in FlyBase by the symbol Dmel\CG1889 (FBgn0030164). It is a protein_coding_gene from Dmel. It has 4 annotated transcripts and 4 polypeptides (3 unique). Gene sequence location is X:9965241..9966959. Its molecular function is described by: chitin binding; G protein-coupled receptor binding. It is involved in the biological process described with: G protein-coupled receptor signaling pathway. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of no expression detected.  Peak expression observed during late pupal stages, in stages of adults of both sexes.  		0.0	1	1	2	1	4	2	1	30	5	1	1	3	5	2	29
N0.HOG0000475	rna-NM_168868.2	FBgn0045474	The gene Gustatory receptor 77a is referred to in FlyBase by the symbol Dmel\Gr77a (CG32433, FBgn0045474). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:20737569..20739430. Its molecular function is described by: ligand-gated monoatomic ion channel activity; taste receptor activity. It is involved in the biological process described with: sensory perception of taste; chemosensory behavior; monoatomic ion transmembrane transport; male courtship behavior. 5 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of no expression detected.  Peak expression observed during late larval stages.  		0.0	1	10	2	1	1	1	1	12	1	1	1	4	1	29	28
N0.HOG0000490	rna-NM_001038895.3	FBgn0053966	This gene is referred to in FlyBase by the symbol Dmel\CG33966 (FBgn0053966). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:1234130..1235420. Its molecular function is described by: lipid transfer activity; phosphatidylinositol bisphosphate binding. It is involved in the biological process described with: intermembrane lipid transfer. 4 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed during early larval stages.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000490	rna-NM_001014558.3	FBgn0053514	This gene is referred to in FlyBase by the symbol Dmel\CG33514 (FBgn0053514). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:4365434..4366671. Its molecular function is described by: phosphatidylinositol bisphosphate binding; lipid transfer activity. It is involved in the biological process described with: intermembrane lipid transfer. 3 alleles are reported. The phenotypes of these alleles manifest in: larval neuroblast; ganglion mother cell. The phenotypic classes of alleles include: semi-sterile; increased mortality; increased mortality during development; phenotype. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, at stages throughout the larval period, during early pupal stages, in stages of adults of both sexes.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000490	rna-NM_142916.3	FBgn0039106	This gene is referred to in FlyBase by the symbol Dmel\CG10301 (FBgn0039106). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:23710158..23711338. Its molecular function is described by: lipid transfer activity; phosphatidylinositol bisphosphate binding. It is involved in the biological process described with: intermembrane lipid transfer. 5 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of low expression to a trough of no expression detected.  Peak expression observed within 12-24 hour embryonic stages, during early larval stages.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000490	rna-NM_142917.4	FBgn0039107	This gene is referred to in FlyBase by the symbol Dmel\CG10300 (FBgn0039107). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:23711527..23713313. Its molecular function is described by: lipid transfer activity; phosphatidylinositol bisphosphate binding. It is involved in the biological process described with: intermembrane lipid transfer. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000490	rna-NM_136663.4	FBgn0033434	This gene is referred to in FlyBase by the symbol Dmel\CG1902 (FBgn0033434). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2R:9594045..9605624. Its molecular function is described by: lipid transfer activity; phosphatidylinositol bisphosphate binding. It is involved in the biological process described with: intermembrane lipid transfer. 10 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; fertile. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of moderately high expression.  Peak expression observed during late larval stages, during late pupal stages, in adult male stages.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000490	rna-NM_165687.3	FBgn0050339	This gene is referred to in FlyBase by the symbol Dmel\CG30339 (FBgn0050339). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:9601431..9602901. Its molecular function is described by: phosphatidylinositol bisphosphate binding; lipid transfer activity. It is involved in the biological process described with: intermembrane lipid transfer. 5 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed within 18-24 hour embryonic stages, during late larval stages.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000490	rna-NM_136666.4	FBgn0033437	This gene is referred to in FlyBase by the symbol Dmel\CG12926 (FBgn0033437). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:9608128..9610290. Its molecular function is described by: phosphatidylinositol bisphosphate binding; lipid transfer activity. It is involved in the biological process described with: intermembrane lipid transfer. 14 alleles are reported. The phenotypes of these alleles manifest in: LNv neuron; dendrite; larval brain; male germline stem cell. The phenotypic classes of alleles include: abnormal neuroanatomy; viable; decreased cell number. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000490	rna-NM_164699.2	FBgn0051636	This gene is referred to in FlyBase by the symbol Dmel\CG31636 (FBgn0051636). It is a protein_coding_gene from Dmel. It has 2 annotated transcripts and 2 polypeptides (1 unique). Gene sequence location is 2L:6656459..6658152. Its molecular function is described by: phosphatidylinositol bisphosphate binding; lipid transfer activity. It is involved in the biological process described with: intermembrane lipid transfer. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of no expression detected.  Peak expression observed during early pupal stages.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000490	rna-NM_001038894.2	FBgn0053965	This gene is referred to in FlyBase by the symbol Dmel\CG33965 (FBgn0053965). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:1232882..1234015. Its molecular function is described by: phosphatidylinositol bisphosphate binding; lipid transfer activity. It is involved in the biological process described with: intermembrane lipid transfer. 2 alleles are reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of extremely low expression.  Peak expression observed at stages throughout the larval period.  		0.0	5	1	31	1	1	1	1	8	9	1	1	1	1	3	30
N0.HOG0000500	rna-NM_001258552.1	FBgn0283741	The gene prage is referred to in FlyBase by the symbol Dmel\prage (CG42666, FBgn0283741). It is a protein_coding_gene from Dmel. It has 11 annotated transcripts and 11 polypeptides (4 unique). Gene sequence location is X:1773719..1853667. Its molecular function is described by: exonuclease activity; nucleic acid binding. It is involved in the biological process described with: rRNA 3'-end processing; egg activation. 27 alleles are reported. The phenotypes of these alleles manifest in: trichogen cell; mesonotum; chaeta. The phenotypic classes of alleles include: phenotype; some die during P-stage; increased mortality; increased mortality during development.	0.0	1	1	1	1	1	5	1	1	1	1	20	1	1	2	19
N0.HOG0000565	rna-NM_078796.3	FBgn0032096	The gene Odorant receptor 30a is referred to in FlyBase by the symbol Dmel\Or30a (CG13106, FBgn0032096). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2L:9111814..9113285. Its molecular function is described by: odorant binding; ionotropic olfactory receptor activity; olfactory receptor activity. It is involved in the biological process described with: sensory perception of smell; detection of chemical stimulus involved in sensory perception of smell. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal smell perception; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of no expression detected.  Peak expression observed within 18-24 hour embryonic stages.  		0.0	1	1	1	14	1	1	1	0	1	34	3	0	1	0	34
N0.HOG0000567	rna-NM_137576.4	FBgn0034443	The gene crammer is referred to in FlyBase by the symbol Dmel\cer (CG10460, FBgn0034443). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:19396215..19396772. Its molecular function is described by: cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with: short-term memory; long-term memory. 12 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: abnormal memory; abnormal feeding behavior; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of extremely high expression to a trough of moderate expression.  Peak expression observed during early pupal stages.  		0.003	1	10	1	5	4	4	8	5	1	3	3	1	4	4	9
N0.HOG0000570	rna-NM_167844.2	FBgn0052479	The gene Ubiquitin specific protease 10 is referred to in FlyBase by the symbol Dmel\Usp10 (CG32479, FBgn0052479). It is a protein_coding_gene from Dmel. It has 3 annotated transcripts and 3 polypeptides (2 unique). Gene sequence location is 3L:871899..895313. Its molecular function is described by: cysteine-type deubiquitinase activity. It is involved in the biological process described with: protein deubiquitination; negative regulation of transcription elongation by RNA polymerase II; positive regulation of Notch signaling pathway. 33 alleles are reported. The phenotypes of these alleles manifest in: Z disc; sarcomere; scutellar bristle; wing. The phenotypic classes of alleles include: fertile; viable; visible; lethal. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of low expression.  Peak expression observed within 00-06 hour embryonic stages.  		0.0	1	1	1	1	1	1	1	1	1	1	39	1	1	1	38
N0.HOG0000586	rna-NM_142007.3	FBgn0038126	This gene is referred to in FlyBase by the symbol Dmel\CG8483 (FBgn0038126). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:13208754..13214465. Its molecular function is described by: . It is involved in the biological process described with: sexual reproduction. 10 alleles are reported. The phenotypes of these alleles manifest in: mesonotum; chaeta. The phenotypic classes of alleles include: abnormal body color; some die during pupal stage; partially lethal - majority die; visible; lethal - all die during P-stage. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very high expression to a trough of extremely low expression.  Peak expression observed at stages throughout the pupal period.  		0.009	8	2	1	3	3	2	3	2	1	3	6	9	3	5	8
N0.HOG0000593	rna-NM_142238.3	FBgn0038366	This gene is referred to in FlyBase by the symbol Dmel\CG4576 (FBgn0038366). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:15825747..15830321. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups. The biological processes in which it is involved are not known. 7 alleles are reported. No phenotypic data is available. The phenotypic class of alleles includes: viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of high expression to a trough of very low expression.  Peak expression observed within 12-24 hour embryonic stages, during early pupal stages.  		0.002	5	1	6	3	4	3	2	13	2	3	2	2	4	1	12
N0.HOG0000593	rna-NM_136399.4	FBgn0033110	This gene is referred to in FlyBase by the symbol Dmel\CG9447 (FBgn0033110). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 2R:6872996..6875819. Its molecular function is described by: acyltransferase activity, transferring groups other than amino-acyl groups. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. The phenotypic classes of allele include: partially lethal; abnormal pain response; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of very low expression to a trough of extremely low expression.  Peak expression observed within 00-06 and 18-24 hour embryonic stages, at stages throughout the larval period, at stages throughout the pupal period, in stages of adults of both sexes.  		0.002	5	1	6	3	4	3	2	13	2	3	2	2	4	1	12
N0.HOG0000602	rna-NM_132837.3	FBgn0030680	This gene is referred to in FlyBase by the symbol Dmel\CG8944 (FBgn0030680). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is X:15741343..15746231. Its molecular function is described by: RNA polymerase II cis-regulatory region sequence-specific DNA binding; sequence-specific DNA binding; DNA-binding transcription factor activity. It is involved in the biological process described with: regulation of transcription by RNA polymerase II; positive regulation of DNA-templated transcription. 9 alleles are reported. The phenotype of these alleles manifest in: mesonotum. The phenotypic classes of alleles include: visible; viable. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed within 00-18 hour embryonic stages, in adult female stages.  		0.0	1	1	2	1	1	4	30	3	1	1	1	1	2	2	29
N0.HOG0000604	rna-NM_142441.3	FBgn0038589	This gene is referred to in FlyBase by the symbol Dmel\CG18598 (FBgn0038589). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3R:18251115..18251539. Its molecular function is unknown. The biological processes in which it is involved are not known. One allele is reported. No phenotypic data is available. No phenotypic class data is available. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderately high expression to a trough of low expression.  Peak expression observed during late pupal stages, in adult male stages.  		0.0	32	1	2	1	1	2	1	1	1	1	2	1	8	1	31
N0.HOG0000617	rna-NM_139946.2	FBgn0035868	This gene is referred to in FlyBase by the symbol Dmel\CG7194 (FBgn0035868). It is a protein_coding_gene from Dmel. It has one annotated transcript and one polypeptide. Gene sequence location is 3L:8302364..8304059. Its molecular function is described by: . It is involved in the biological process described with: copper ion homeostasis. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: viable; abnormal pain response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed within 18-24 hour embryonic stages, during late larval stages, during early pupal stages.  		0.018	7	4	1	1	1	1	1	9	3	4	1	7	2	8	8
N0.HOG0000617	rna-NM_001414074.1	FBgn0050424	The gene cGAS-like receptor 2 is referred to in FlyBase by the symbol Dmel\cGlr2 (CG30424, FBgn0050424). It is a protein_coding_gene from Dmel. It has 5 annotated transcripts and 5 polypeptides (all unique). Gene sequence location is 2R:24965275..24967298. Its molecular function is described by: double-stranded RNA binding; 3',2'-cyclic GMP-AMP synthase activity; 2',3'-cyclic GMP-AMP synthase activity. It is involved in the biological process described with: cGAS/STING signaling pathway; defense response to virus; cellular response to virus; immune response involved in response to exogenous dsRNA. 7 alleles are reported. No phenotypic data is available. The phenotypic classes of alleles include: short lived; viable; abnormal immune response. Summary of modENCODE Temporal Expression Profile:  Temporal profile ranges from a peak of moderate expression to a trough of very low expression.  Peak expression observed during late larval stages, during early pupal stages, in adult male stages.  		0.018	7	4	1	1	1	1	1	9	3	4	1	7	2	8	8
